X1,occurrenceID,rightsHolder,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordedBy,Source,Date,yearMeasurement,Sex,lifeStage,Department,Municipality,ParamoComplex,Locality,Elevation,decimalLatitude,decimalLongitude,Order,Family,Species,Weight,totalCulmen,exposedCulmen,billDepth,billWidth,gape,wingArea,wingLength,distPrimarySecondary,tailLength,tailShape,Tarsus,Hallux,halluxClaw,Wingspan,Weight_Dunning2008
454,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1144,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1144,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Apr-15,2015,Undetermined,Not registered,Narino,Gualmatan,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Gualmatan: Cuatis , Vda. Los Cedros",3406,0.956444,-77.578167,Apodiformes,Trochilidae,Eriocnemis mosquera,5.5,20.2,18.2,1.4,2.1,4.5,156.34,68,46,54,23,5.6,6.6,NA,NA,5.3
455,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1128,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1128,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Apr-15,2015,Undetermined,Not registered,Narino,Gualmatan,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Gualmatan: Cuatis , Vda. Los Cedros",3406,0.956444,-77.578167,Apodiformes,Trochilidae,Eriocnemis mosquera,6,NA,18.7,1.5,2.3,4.3,166.7,75,43,59,26,5,6.2,NA,NA,5.3
456,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1130,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1130,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Apr-15,2015,Undetermined,Not registered,Narino,Gualmatan,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Gualmatan: Cuatis , Vda. Los Cedros",3406,0.956444,-77.578167,Apodiformes,Trochilidae,Eriocnemis mosquera,6,22.4,18.8,1.6,2.4,5.4,144.82,72,49,57,23,5.2,6.1,NA,NA,5.3
457,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1138,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1138,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Apr-15,2015,Undetermined,Not registered,Narino,Gualmatan,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Gualmatan: Cuatis , Vda. Los Cedros",3406,0.956444,-77.578167,Apodiformes,Trochilidae,Eriocnemis mosquera,5.5,21.7,17.6,1.8,2.3,3.8,156.23,69,44,57,27,5.2,5.8,NA,NA,5.3
458,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1131,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1131,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Apr-15,2015,Undetermined,Not registered,Narino,Gualmatan,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Gualmatan: Cuatis , Vda. Los Cedros",3406,0.956444,-77.578167,Apodiformes,Trochilidae,Eriocnemis mosquera,6,23.7,20.3,1.7,2.4,5.2,180.06,66,46,55,20,6,6.9,NA,NA,5.3
459,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1129,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1129,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Apr-15,2015,Undetermined,Not registered,Narino,Gualmatan,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Gualmatan: Cuatis , Vda. Los Cedros",3406,0.956444,-77.578167,Apodiformes,Trochilidae,Eriocnemis mosquera,6,22.7,18.9,1.5,2.4,NA,185.78,68,44,55,24,5.6,6.2,NA,NA,5.3
460,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1140,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1140,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Apr-15,2015,Undetermined,Not registered,Narino,Gualmatan,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Gualmatan: Cuatis , Vda. Los Cedros",3406,0.956444,-77.578167,Apodiformes,Trochilidae,Eriocnemis mosquera,6,22.3,18.7,1.6,2.9,4.4,179.17,70,47,55,22,6.5,7.8,NA,NA,5.3
461,IAvH:DISCUB:SOTARA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IPT005:0396,UNICAUCA,Preserved specimen,UNICAUCA,MHN-UC,IAvH:DISCUB:CAUCA:FAUNAFLORA:ESPECIMENPRESERVADO:2013:0323,Ana Maria Maya,Field,4-Oct-13,2013,Undetermined,Not registered,Cauca,La Vega,Complejo de Paramos Sotara (STR),"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",3495,1.998833,-76.712694,Apodiformes,Trochilidae,Eriocnemis mosquera,5,24.35,18.8,NA,2.1,NA,NA,64.4,NA,51.85,NA,5.5,NA,NA,NA,5.3
462,IAvH:DISCUB:SOTARA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IPT005:0394,UNICAUCA,Preserved specimen,UNICAUCA,MHN-UC,IAvH:DISCUB:CAUCA:FAUNAFLORA:ESPECIMENPRESERVADO:2013:0317,Ana Maria Maya,Field,4-Oct-13,2013,Undetermined,Not registered,Cauca,La Vega,Complejo de Paramos Sotara (STR),"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",3495,1.998833,-76.712694,Apodiformes,Trochilidae,Eriocnemis mosquera,NA,25.1,19.4,1.9,2.2,NA,NA,NA,NA,47.7,NA,6.85,NA,NA,159.2,5.3
463,IAvH:DISCUB:SOTARA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IPT005:0390,UNICAUCA,Preserved specimen,UNICAUCA,MHN-UC,IAvH:DISCUB:CAUCA:FAUNAFLORA:ESPECIMENPRESERVADO:2013:0296,Ana Maria Maya,Field,3-Oct-13,2013,Undetermined,Not registered,Cauca,La Vega,Complejo de Paramos Sotara (STR),"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",3495,1.998833,-76.712694,Apodiformes,Trochilidae,Eriocnemis mosquera,NA,25,21,NA,NA,NA,NA,75,NA,47,NA,NA,NA,NA,162,5.3
464,IAvH:DISCUB:SOTARA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IPT005:0389,UNICAUCA,Preserved specimen,UNICAUCA,MHN-UC,IAvH:DISCUB:CAUCA:FAUNAFLORA:ESPECIMENPRESERVADO:2013:0295,Ana Maria Maya,Field,3-Oct-13,2013,Undetermined,Not registered,Cauca,La Vega,Complejo de Paramos Sotara (STR),"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",3495,1.998833,-76.712694,Apodiformes,Trochilidae,Eriocnemis mosquera,NA,21,20,2,3,NA,NA,73,NA,52,NA,NA,NA,NA,160,5.3
465,IAvH:DISCUB:SOTARA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IPT005:0397,UNICAUCA,Preserved specimen,UNICAUCA,MHN-UC,IAvH:DISCUB:CAUCA:FAUNAFLORA:ESPECIMENPRESERVADO:2013:0326,Ana Maria Maya,Field,4-Oct-13,2013,Undetermined,Not registered,Cauca,La Vega,Complejo de Paramos Sotara (STR),"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",3495,1.998833,-76.712694,Apodiformes,Trochilidae,Eriocnemis mosquera,NA,23.8,20.05,2,2.5,NA,NA,63.2,NA,55.6,NA,6.5,NA,NA,160,5.3
466,IAvH:DISCUB:SOTARA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IPT005:0395,UNICAUCA,Preserved specimen,UNICAUCA,MHN-UC,IAvH:DISCUB:CAUCA:FAUNAFLORA:ESPECIMENPRESERVADO:2013:0321,Ana Maria Maya,Field,4-Oct-13,2013,Undetermined,Not registered,Cauca,La Vega,Complejo de Paramos Sotara (STR),"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",3495,1.998833,-76.712694,Apodiformes,Trochilidae,Eriocnemis mosquera,6,23.3,18.2,1.8,2.5,NA,NA,65.2,NA,51.4,NA,4.6,NA,NA,162.9,5.3
467,IAvH:DISCUB:SOTARA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IPT005:0398,UNICAUCA,Preserved specimen,UNICAUCA,MHN-UC,IAvH:DISCUB:CAUCA:FAUNAFLORA:ESPECIMENPRESERVADO:2013:0330,Ana Maria Maya,Field,4-Oct-13,2013,Undetermined,Not registered,Cauca,La Vega,Complejo de Paramos Sotara (STR),"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",3495,1.998833,-76.712694,Apodiformes,Trochilidae,Eriocnemis mosquera,5,21.75,18.2,1.9,2.6,NA,NA,67.45,NA,58.4,NA,6.7,NA,NA,163.6,5.3
468,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5373,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5373,Alejandra Hurtado Giraldo,Field,16-Apr-14,2014,Female,Undetermined,Risaralda,Santa Rosa de Cabal,Complejo de Paramos Los Nevados (NVS),"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",3749,4.818161,-75.483367,Apodiformes,Trochilidae,Eriocnemis mosquera,NA,21.6,21.6,1.9,NA,3,NA,68.4,NA,55,NA,NA,NA,NA,NA,5.3
469,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5229,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5229,Fanny Lorena Gonzalez Zapata,Field,12-Apr-14,2014,Undetermined,Adult,Tolima,Murillo,Complejo de Paramos Los Nevados (NVS),"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",3820,4.881497,-75.256058,Apodiformes,Trochilidae,Eriocnemis mosquera,5,NA,20.1,1.9,2.5,NA,NA,72,18.6,56,NA,NA,NA,NA,NA,5.3
470,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5392,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5392,Alejandra Hurtado Giraldo,Field,21-Apr-14,2014,Female,Undetermined,Risaralda,Santa Rosa de Cabal,Complejo de Paramos Los Nevados (NVS),"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",3691,4.824056,-75.485642,Apodiformes,Trochilidae,Eriocnemis mosquera,NA,23.1,23.1,1.8,NA,2.7,NA,66.1,NA,51.1,8.9,NA,NA,NA,NA,5.3
471,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5382,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5382,Alejandra Hurtado Giraldo,Field,20-Apr-14,2014,Female,Undetermined,Risaralda,Santa Rosa de Cabal,Complejo de Paramos Los Nevados (NVS),"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",3691,4.824056,-75.485642,Apodiformes,Trochilidae,Eriocnemis mosquera,6,23.3,23.3,2.1,NA,3,NA,69,NA,52.3,NA,NA,NA,NA,NA,5.3
472,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5252,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5252,Fanny Lorena Gonzalez Zapata,Field,16-Apr-14,2014,Female,Adult,Tolima,Murillo,Complejo de Paramos Los Nevados (NVS),"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",3640,4.890081,-75.267428,Apodiformes,Trochilidae,Eriocnemis mosquera,5.5,27.9,21.5,1.8,2.9,NA,NA,74,NA,65,11.1,NA,5.6,NA,NA,5.3
473,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:3254,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:3254,Sofia Alejandra Tello Fernandez,Field,16-Apr-14,2014,Male,Adult,Tolima,Anzoategui,Complejo de Paramos Los Nevados (NVS),"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",3604,4.623619,-75.225003,Apodiformes,Trochilidae,Eriocnemis mosquera,NA,22.9,21.9,2.05,NA,5.1,NA,66,36.8,47.3,17.5,NA,NA,NA,NA,5.3
474,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:1429,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:1429,Sofia Alejandra Tello Fernandez,Field,28-Mar-14,2014,Female,Adult,Tolima,Anzoategui,Complejo de Paramos Los Nevados (NVS),"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",3604,4.623619,-75.225003,Apodiformes,Trochilidae,Eriocnemis mosquera,5.25,23.7,23.6,1.9,NA,4.9,152.68,68,NA,53.4,30.05,NA,NA,NA,NA,5.3
475,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0821,ANDES,Human observation,IAvH,IAvH,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0821,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Oct-14,2014,Female,Adult,Cundinamarca,Sesquile,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte",3150,4.972444,-73.787194,Apodiformes,Trochilidae,Eriocnemis vestita,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64
476,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0993,ANDES,Human observation,IAvH,IAvH,Temp-ABM790,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,5-Feb-15,2015,Undetermined,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3250,4.895933,-73.76225,Apodiformes,Trochilidae,Eriocnemis vestita,NA,NA,NA,1.6,2.48,4.64,NA,NA,29.16,30.6,5.11,NA,NA,NA,NA,4.64
477,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0813,ANDES,Human observation,IAvH,IAvH,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0813,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Oct-14,2014,Female,Adult,Cundinamarca,Sesquile,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte",3150,4.972444,-73.787194,Apodiformes,Trochilidae,Eriocnemis vestita,4.8,22.5,18.96,2.22,3.04,4.3,NA,NA,35.1,37.61,10.15,NA,NA,NA,NA,4.64
478,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0820,ANDES,Human observation,IAvH,IAvH,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0820,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Oct-14,2014,Female,Immature,Cundinamarca,Sesquile,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte",3150,4.972444,-73.787194,Apodiformes,Trochilidae,Eriocnemis vestita,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,4.64
479,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0953,ANDES,Human observation,IAvH,IAvH,Temp-ABM750,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Jan-15,2015,Female,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",3250,4.7605,-73.780722,Apodiformes,Trochilidae,Eriocnemis vestita,NA,20.96,18.97,1.44,2.28,3.75,NA,55,33.4,40.15,7.69,NA,NA,NA,NA,4.64
480,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0855,ANDES,Human observation,IAvH,IAvH,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0855,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,24-Oct-14,2014,Male,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3030,4.908583,-73.730444,Apodiformes,Trochilidae,Eriocnemis vestita,4.5,19.93,16.84,2.08,2.93,6,NA,55,28.84,37.59,10.91,NA,NA,NA,NA,4.64
481,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0946,ANDES,Human observation,IAvH,IAvH,Temp-ABM743,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Jan-15,2015,Male,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",3250,4.7605,-73.780722,Apodiformes,Trochilidae,Eriocnemis vestita,5.1,NA,18.77,1.69,2.44,4.15,NA,60,36.36,42.7,13.5,NA,NA,NA,NA,4.64
482,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:1010,ANDES,Human observation,IAvH,IAvH,Temp-ABM807,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,5-Feb-15,2015,Undetermined,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3250,4.895933,-73.76225,Apodiformes,Trochilidae,Eriocnemis vestita,4.7,20.57,19.98,1.86,2.6,3.44,NA,57,32.35,40.68,8.18,NA,NA,NA,NA,4.64
483,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:1001,ANDES,Human observation,IAvH,IAvH,Temp-ABM798,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,5-Feb-15,2015,Undetermined,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3250,4.895933,-73.76225,Apodiformes,Trochilidae,Eriocnemis vestita,4.5,22.88,19.19,2.24,3.11,4.15,NA,54,32.7,38.24,11.51,NA,NA,NA,NA,4.64
484,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:1008,ANDES,Human observation,IAvH,IAvH,Temp-ABM805,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,5-Feb-15,2015,Undetermined,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3250,4.895933,-73.76225,Apodiformes,Trochilidae,Eriocnemis vestita,4.6,19.12,17.87,1.49,2.26,3.87,NA,56,35.36,40.13,13.44,NA,NA,NA,NA,4.64
485,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0950,ANDES,Human observation,IAvH,IAvH,Temp-ABM747,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Jan-15,2015,Male,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",3250,4.7605,-73.780722,Apodiformes,Trochilidae,Eriocnemis vestita,5,20.35,19.46,1.64,2.66,3.42,NA,57,36.84,39.43,9.54,NA,NA,NA,NA,4.64
486,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0991,ANDES,Human observation,IAvH,IAvH,Temp-ABM788,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,5-Feb-15,2015,Undetermined,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3250,4.895933,-73.76225,Apodiformes,Trochilidae,Eriocnemis vestita,4.5,22.46,19.1,1.63,2.9,4.24,NA,59,38.43,33.9,11.99,NA,NA,NA,NA,4.64
487,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0995,ANDES,Human observation,IAvH,IAvH,Temp-ABM792,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,5-Feb-15,2015,Undetermined,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3250,4.895933,-73.76225,Apodiformes,Trochilidae,Eriocnemis vestita,4.5,22.85,20.74,1.72,2.99,4.38,NA,55.5,36.21,40.32,10.22,NA,NA,NA,NA,4.64
488,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0945,ANDES,Human observation,IAvH,IAvH,Temp-ABM742,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Jan-15,2015,Male,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",3250,4.7605,-73.780722,Apodiformes,Trochilidae,Eriocnemis vestita,4.5,20,18.51,1.95,2.18,3.63,NA,59,33.59,42.22,14.68,NA,NA,NA,NA,4.64
489,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0954,ANDES,Human observation,IAvH,IAvH,Temp-ABM751,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Jan-15,2015,Male,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",3250,4.7605,-73.780722,Apodiformes,Trochilidae,Eriocnemis vestita,5,20.01,18.72,1.63,2.49,3.64,NA,58,36.64,43.52,11.21,NA,NA,NA,NA,4.64
490,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:1006,ANDES,Human observation,IAvH,IAvH,Temp-ABM803,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,5-Feb-15,2015,Undetermined,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3250,4.895933,-73.76225,Apodiformes,Trochilidae,Eriocnemis vestita,4.8,19.75,17.78,1.7,2.6,4.12,NA,61,36.82,42.04,11.85,NA,NA,NA,NA,4.64
491,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0795,ANDES,Human observation,IAvH,IAvH,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0795,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,10-Oct-14,2014,Male,Immature,Cundinamarca,Sesquile,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte",3230,4.970639,-73.785194,Apodiformes,Trochilidae,Eriocnemis vestita,4.7,21.1,18,1.63,3.22,4.41,NA,NA,33.9,37.02,13.89,NA,NA,NA,134,4.64
492,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0826,ANDES,Human observation,IAvH,IAvH,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0826,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Oct-14,2014,Male,Adult,Cundinamarca,Sesquile,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte",3150,4.972444,-73.787194,Apodiformes,Trochilidae,Eriocnemis vestita,5.1,19.88,17.49,1.89,2.77,5.13,NA,NA,35.82,38.87,11.93,NA,NA,NA,136,4.64
